data,title
"[{'Distro_Version': '8.0', 'Python_version': '--'}, {'Distro_Version': '7.2', 'Python_version': '--'}, {'Distro_Version': '6.4.1', 'Python_version': '--'}, {'Distro_Version': '5.4', 'Python_version': '--'}, {'Distro_Version': '4.7.7', 'Python_version': '--'}, {'Distro_Version': '3.8.4', 'Python_version': '--'}, {'Distro_Version': '2.11', 'Python_version': '--'}, {'Distro_Version': '1.4.3', 'Python_version': '--'}]",tinycore
"[{'Distro_Version': '1.7.2', 'Python_version': '\xa0'}, {'Distro_Version': '1.6.5', 'Python_version': '\xa0'}, {'Distro_Version': '1.5.7', 'Python_version': '\xa0'}, {'Distro_Version': '1.4.1', 'Python_version': '\xa0'}, {'Distro_Version': '1.3.5', 'Python_version': '\xa0'}, {'Distro_Version': '1.2.5', 'Python_version': '\xa0'}]",tens
"[{'Distro_Version': '5.5.1', 'Python_version': '\xa0'}, {'Distro_Version': '5.1', 'Python_version': '\xa0'}, {'Distro_Version': '2.2.2g', 'Python_version': '--'}, {'Distro_Version': '2.1.1', 'Python_version': '--'}]",thinstation
"[{'Distro_Version': '4.0', 'Python_version': '2.7.9'}, {'Distro_Version': 'dasyatis', 'Python_version': '2.7.9'}, {'Distro_Version': '3.0', 'Python_version': '2.7.8'}, {'Distro_Version': 'chromodoris', 'Python_version': '2.7.5'}]",tanglu
"[{'Distro_Version': '2017.04.04', 'Python_version': '2.7.13'}]",talkingarch
"[{'Distro_Version': '3.0.1', 'Python_version': '2.7.13'}, {'Distro_Version': '2.12', 'Python_version': '3.4.2'}, {'Distro_Version': '1.8.2', 'Python_version': '2.7.3'}, {'Distro_Version': '1.0.1', 'Python_version': '2.6.6'}, {'Distro_Version': '0.6', 'Python_version': '2.5.2'}]",tails
"[{'Distro_Version': 'snapshot', 'Python_version': '3.6.1'}, {'Distro_Version': '8.0', 'Python_version': '2.6.5'}, {'Distro_Version': '6.0.3', 'Python_version': '2.4.3'}, {'Distro_Version': '2.1.1', 'Python_version': '2.4.1'}]",t2
"[{'Distro_Version': '16', 'Python_version': '2.7.9'}, {'Distro_Version': '0.2.0', 'Python_version': '2.6.6'}, {'Distro_Version': '0.1.2', 'Python_version': '2.6.6'}]",swift
"[{'Distro_Version': '5.0.2', 'Python_version': '2.7.12'}, {'Distro_Version': '4.9.0', 'Python_version': '3.4.3'}, {'Distro_Version': '4.6.1', 'Python_version': '3.4.3'}, {'Distro_Version': '4.4.1', 'Python_version': '3.4.1'}, {'Distro_Version': '3.8.1', 'Python_version': '3.2.5'}, {'Distro_Version': '3.1.2', 'Python_version': '2.7.3'}, {'Distro_Version': '2.8.0', 'Python_version': '2.7.3'}, {'Distro_Version': '2.4.1', 'Python_version': '2.7.1'}, {'Distro_Version': '2.1.1', 'Python_version': '2.6.5'}, {'Distro_Version': '2.0.1', 'Python_version': '2.6.5'}, {'Distro_Version': '1.6.4', 'Python_version': '2.6.5'}, {'Distro_Version': '1.5.8', 'Python_version': '2.6.4'}, {'Distro_Version': '1.3.5', 'Python_version': '2.6.2'}, {'Distro_Version': '1.2.3', 'Python_version': '2.5.4'}, {'Distro_Version': '1.1.7', 'Python_version': '2.5.2'}, {'Distro_Version': '1.0.4', 'Python_version': '2.4.4'}, {'Distro_Version': '0.4.3', 'Python_version': '2.4.4'}, {'Distro_Version': '0.3.8', 'Python_version': '2.4.4'}, {'Distro_Version': '0.2.19', 'Python_version': '--'}, {'Distro_Version': '0.2.15', 'Python_version': '--'}]",systemrescue
"[{'Distro_Version': '2016', 'Python_version': '2.7.5'}, {'Distro_Version': '(Eswecha)', 'Python_version': '2.7.2'}, {'Distro_Version': '2012', 'Python_version': '2.4.4'}]",swecha
"[{'Distro_Version': '17.07', 'Python_version': '3.6.1'}]",swagarch
"[{'Distro_Version': '12-SP2', 'Python_version': '2.7.9'}, {'Distro_Version': '11-SP3', 'Python_version': '2.6.8'}, {'Distro_Version': '10-SP3', 'Python_version': '2.4.2'}, {'Distro_Version': '9', 'Python_version': '2.3.3'}]",sle
"[{'Distro_Version': '8', 'Python_version': '2.7.5'}, {'Distro_Version': '7', 'Python_version': '2.7.3'}, {'Distro_Version': '5', 'Python_version': '2.6.4'}, {'Distro_Version': '2.0', 'Python_version': '2.3.4'}, {'Distro_Version': '1.1', 'Python_version': '2.2.2'}, {'Distro_Version': '1.0.1', 'Python_version': '2.1.3'}]",sulix
"[{'Distro_Version': '6.7', 'Python_version': '2.6.6'}]",stella
"[{'Distro_Version': '2016.12.30-alpha', 'Python_version': '3.5.2'}]",subgraph
"[{'Distro_Version': '1.0.1', 'Python_version': '--'}, {'Distro_Version': '(testing)', 'Python_version': '--'}, {'Distro_Version': '0.7.106', 'Python_version': '--'}, {'Distro_Version': '0.6.108', 'Python_version': '--'}, {'Distro_Version': '0.5.113', 'Python_version': '--'}]",stresslinux
"[{'Distro_Version': '2.0-preview', 'Python_version': '2.7.9'}, {'Distro_Version': 'brewmaster', 'Python_version': '2.7.3'}]",steamos
"[{'Distro_Version': '7.2', 'Python_version': '2.7.5'}, {'Distro_Version': '6.8', 'Python_version': '2.6.6'}]",springdale
"[{'Distro_Version': '4.6.1', 'Python_version': '2.7.13'}, {'Distro_Version': '4.5.2', 'Python_version': '2.7.11'}, {'Distro_Version': '3.5', 'Python_version': '2.7.8'}, {'Distro_Version': '3.1', 'Python_version': '2.7.5'}, {'Distro_Version': '2.1', 'Python_version': '2.7.3'}, {'Distro_Version': '2.0.1', 'Python_version': '2.7.3rc2'}]",sparky
"[{'Distro_Version': 'grimoire', 'Python_version': '2.7.13'}, {'Distro_Version': 'test', 'Python_version': '2.7.12'}, {'Distro_Version': 'grimoire', 'Python_version': '3.0.1'}, {'Distro_Version': 'stable', 'Python_version': '2.4.2'}, {'Distro_Version': '0.10.0', 'Python_version': '2.3.2'}, {'Distro_Version': '0.9.6', 'Python_version': '2.3'}, {'Distro_Version': '0.8', 'Python_version': '2.2.2'}, {'Distro_Version': '0.7', 'Python_version': '2.2.2'}]",sourcemage
"[{'Distro_Version': '2017.04.18.0', 'Python_version': '2.7.13'}, {'Distro_Version': '1.2.1', 'Python_version': '2.7.12'}]",solus
"[{'Distro_Version': '9-beta', 'Python_version': '2.7.13'}, {'Distro_Version': '201701', 'Python_version': '2.7.9'}, {'Distro_Version': '201606', 'Python_version': '2.7.9'}, {'Distro_Version': '201411', 'Python_version': '2.7.8'}, {'Distro_Version': '201311', 'Python_version': '2.7.5'}]",solydxk
"[{'Distro_Version': '17.01-alpha', 'Python_version': '3.5.2'}, {'Distro_Version': '2016.03', 'Python_version': '3.5.1'}, {'Distro_Version': '2014.1', 'Python_version': '3.4.1'}]",sonar
"[{'Distro_Version': '2.0.9', 'Python_version': '2.7.5'}, {'Distro_Version': '1.6.6', 'Python_version': '2.6.6'}, {'Distro_Version': '1.5.6', 'Python_version': '2.6.6'}]",sms
"[{'Distro_Version': '10.0-alpha2', 'Python_version': '2.7.5'}, {'Distro_Version': '9.2', 'Python_version': '2.6.6'}, {'Distro_Version': '8.2', 'Python_version': '2.4.3'}, {'Distro_Version': '7.6', 'Python_version': '2.3.4'}, {'Distro_Version': '6.0.1', 'Python_version': '2.2.2'}, {'Distro_Version': '5.6', 'Python_version': '2.2'}, {'Distro_Version': '4.1.2', 'Python_version': '1.5.2'}]",smeserver
"[{'Distro_Version': '20170525', 'Python_version': '\xa0'}]",smartos
"[{'Distro_Version': '5.0-rolling', 'Python_version': '2.7.5'}, {'Distro_Version': '4.0', 'Python_version': '--'}, {'Distro_Version': '3.0', 'Python_version': '--'}, {'Distro_Version': '2.0', 'Python_version': '--'}, {'Distro_Version': '1.0', 'Python_version': '--'}]",slitaz
"[{'Distro_Version': '7.0', 'Python_version': '2.7.13'}, {'Distro_Version': '6.0.8', 'Python_version': '2.7.12'}, {'Distro_Version': '5.0', 'Python_version': '2.7.5'}]",slackel
"[{'Distro_Version': '16.07', 'Python_version': '--'}, {'Distro_Version': '15.10', 'Python_version': '2.7.5'}, {'Distro_Version': '14.10', 'Python_version': '2.6.4'}, {'Distro_Version': '13.10', 'Python_version': '2.7.4'}]",simplicity
"[{'Distro_Version': '17.1.0', 'Python_version': '2.7.13'}, {'Distro_Version': 'patience', 'Python_version': '2.7.13'}, {'Distro_Version': '16.1.0', 'Python_version': '2.7.11'}, {'Distro_Version': 'patience', 'Python_version': '2.7.8'}, {'Distro_Version': '15.1.0-dev', 'Python_version': '2.7.5'}, {'Distro_Version': 'paintitblack', 'Python_version': '2.7.3'}, {'Distro_Version': '14.1.0', 'Python_version': '2.7.3'}, {'Distro_Version': 'indiansummer', 'Python_version': '2.7.3'}, {'Distro_Version': '13.2.0', 'Python_version': '2.7.2'}]",siduction
"[{'Distro_Version': 'current', 'Python_version': '2.7.13'}, {'Distro_Version': '14.2', 'Python_version': '2.7.11'}, {'Distro_Version': '14.1', 'Python_version': '2.7.5'}, {'Distro_Version': '14.0', 'Python_version': '2.7.3'}, {'Distro_Version': '13.37', 'Python_version': '2.6.6'}, {'Distro_Version': '13.1', 'Python_version': '2.6.4'}, {'Distro_Version': '13.0', 'Python_version': '2.6.2'}, {'Distro_Version': '12.2', 'Python_version': '2.5.2'}, {'Distro_Version': '12.1', 'Python_version': '2.5.2'}, {'Distro_Version': '12.0', 'Python_version': '2.5.1'}, {'Distro_Version': '11.0', 'Python_version': '2.4.3'}, {'Distro_Version': '10.2', 'Python_version': '2.4.1'}, {'Distro_Version': '10.1', 'Python_version': '2.4'}, {'Distro_Version': '10.0', 'Python_version': '2.3.4'}, {'Distro_Version': '9.1', 'Python_version': '2.3.1'}, {'Distro_Version': '9.0', 'Python_version': '2.2.2'}, {'Distro_Version': '8.1', 'Python_version': '2.2.1'}, {'Distro_Version': '8.0', 'Python_version': '2.0.1'}, {'Distro_Version': '7.1', 'Python_version': '1.5.2'}, {'Distro_Version': '7.0', 'Python_version': '1.5.2'}, {'Distro_Version': '4.0', 'Python_version': '1.5.1'}, {'Distro_Version': '3.9', 'Python_version': '1.5.1'}, {'Distro_Version': '3.6', 'Python_version': '1.5.1'}, {'Distro_Version': '3.5', 'Python_version': '1.5'}, {'Distro_Version': '3.4', 'Python_version': '--'}, {'Distro_Version': '3.3', 'Python_version': '--'}, {'Distro_Version': '3.2', 'Python_version': '--'}, {'Distro_Version': '3.1', 'Python_version': '--'}, {'Distro_Version': '3.0', 'Python_version': '--'}, {'Distro_Version': '2.3', 'Python_version': '--'}, {'Distro_Version': '2.2.0', 'Python_version': '--'}, {'Distro_Version': '2.0.1', 'Python_version': '--'}]",slackware
"[{'Distro_Version': '2017.07', 'Python_version': '2.7.11'}]",sharklinux
"[{'Distro_Version': '2015.1-preview', 'Python_version': '2.7.9'}, {'Distro_Version': '7.0.1', 'Python_version': '2.7.9'}, {'Distro_Version': '6', 'Python_version': '2.7.5'}, {'Distro_Version': '5', 'Python_version': '2.7.5'}, {'Distro_Version': '4', 'Python_version': '2.7.3'}, {'Distro_Version': '3.0.0', 'Python_version': '2.7.3'}, {'Distro_Version': '2.0.4', 'Python_version': '2.7.3'}]",semplice
"[{'Distro_Version': '3.0', 'Python_version': '2.7.9'}, {'Distro_Version': '1.0', 'Python_version': '2.7.3'}]",selks
"[{'Distro_Version': '7.3', 'Python_version': '2.7.5'}, {'Distro_Version': '6.9', 'Python_version': '2.6.6'}, {'Distro_Version': '5.11', 'Python_version': '2.4.3'}, {'Distro_Version': '4.8', 'Python_version': '2.3.4'}, {'Distro_Version': '3.0.9', 'Python_version': '2.2.3'}]",scientific
"[{'Distro_Version': '14.2.1', 'Python_version': '2.7.11'}, {'Distro_Version': '14.1', 'Python_version': '2.7.5'}, {'Distro_Version': '14.0.1', 'Python_version': '2.7.3'}, {'Distro_Version': '13.37', 'Python_version': '2.6.6'}, {'Distro_Version': '13.1', 'Python_version': '2.6.4'}, {'Distro_Version': '13.0.2', 'Python_version': '2.6.2'}]",salix
"[{'Distro_Version': '1.0.1', 'Python_version': '2.7.9'}, {'Distro_Version': '14.04.2', 'Python_version': '2.7.5'}, {'Distro_Version': '12.04.4', 'Python_version': '2.7.3'}]",salentos
"[{'Distro_Version': '16.04.2', 'Python_version': '2.7.11'}, {'Distro_Version': '14.04.2', 'Python_version': '2.7.5'}, {'Distro_Version': '12.04', 'Python_version': '2.7.3'}, {'Distro_Version': '10.04', 'Python_version': '2.6.5'}, {'Distro_Version': '3.0', 'Python_version': '2.5.2'}]",runtu
"[{'Distro_Version': '17.07', 'Python_version': '3.4.5'}, {'Distro_Version': '16.11', 'Python_version': '3.4.3'}, {'Distro_Version': '15.12', 'Python_version': '3.4.3'}, {'Distro_Version': '14.12', 'Python_version': '3.4.2'}, {'Distro_Version': '13.08', 'Python_version': '2.7.3'}, {'Distro_Version': '10', 'Python_version': '2.7.3'}, {'Distro_Version': '9', 'Python_version': '2.7.2'}, {'Distro_Version': '8', 'Python_version': '2.7.2'}, {'Distro_Version': '7', 'Python_version': '2.7.2'}, {'Distro_Version': '6', 'Python_version': '2.7.1'}, {'Distro_Version': '5.5', 'Python_version': '2.6.5'}, {'Distro_Version': '4.2', 'Python_version': '2.5.4'}, {'Distro_Version': '3.5.1', 'Python_version': '2.5.1'}, {'Distro_Version': '2.65.1', 'Python_version': '2.4.1'}]",sabayon
"[{'Distro_Version': 'R9', 'Python_version': '2.7.12'}, {'Distro_Version': 'R8', 'Python_version': '2.7.12'}, {'Distro_Version': 'R7', 'Python_version': '2.7.11'}, {'Distro_Version': 'R6', 'Python_version': '2.7.9'}, {'Distro_Version': 'R5', 'Python_version': '2.7.8'}, {'Distro_Version': 'R4', 'Python_version': '2.7.8'}, {'Distro_Version': '2012-R1', 'Python_version': '2.7.4'}, {'Distro_Version': '2011', 'Python_version': '2.7.2'}]",rosa
"[{'Distro_Version': '3.9.1', 'Python_version': '2.7.5'}]",rockstor
"[{'Distro_Version': '6.2', 'Python_version': '2.6.6'}, {'Distro_Version': 'sidewinder', 'Python_version': '2.4.3'}, {'Distro_Version': '5.5', 'Python_version': '2.3.4'}, {'Distro_Version': 'mamba', 'Python_version': '2.2.3'}]",rockscluster
"[{'Distro_Version': '8.8.1', 'Python_version': '2.7.9'}, {'Distro_Version': '7.9.2', 'Python_version': '2.7.3'}]",robolinux
"[{'Distro_Version': '5.0-beta2', 'Python_version': '2.7.9'}, {'Distro_Version': 'jupiter', 'Python_version': '2.6.6'}, {'Distro_Version': '3.11', 'Python_version': '2.5.4'}, {'Distro_Version': 'k4', 'Python_version': '2.4.4'}, {'Distro_Version': '2.91', 'Python_version': '2.4.4'}]",resulinux
"[{'Distro_Version': '3.0.207', 'Python_version': '--'}]",remixos
"[{'Distro_Version': '0.41-beta1', 'Python_version': '2.7.9'}, {'Distro_Version': '0.30.2', 'Python_version': '2.6.6'}]",rescatux
"[{'Distro_Version': '8.3-20170305', 'Python_version': '2.7.9'}]",refracta
"[{'Distro_Version': 'RHEL-7.3', 'Python_version': '2.7.5'}, {'Distro_Version': 'RHEL-6.9', 'Python_version': '2.6.6'}, {'Distro_Version': 'RHEL-5.11', 'Python_version': '2.4.3'}, {'Distro_Version': 'RHEL-4.8', 'Python_version': '2.3.4'}, {'Distro_Version': 'RHEL-3.9', 'Python_version': '2.2.3'}, {'Distro_Version': 'RHEL-2.1', 'Python_version': '1.5.2'}, {'Distro_Version': '9', 'Python_version': '2.2.2'}, {'Distro_Version': 'shrike', 'Python_version': '2.2.1'}, {'Distro_Version': '8.0', 'Python_version': '1.5.2'}, {'Distro_Version': 'psyche', 'Python_version': '1.5.2'}, {'Distro_Version': '7.3', 'Python_version': '1.5.2'}, {'Distro_Version': 'valhalla', 'Python_version': '1.5.2'}, {'Distro_Version': '7.2', 'Python_version': '1.5.2'}, {'Distro_Version': 'enigma', 'Python_version': '1.5.2'}, {'Distro_Version': '7.1', 'Python_version': '1.5.1'}, {'Distro_Version': 'seawolf', 'Python_version': '1.5.1'}, {'Distro_Version': '7.0', 'Python_version': '1.5.1'}, {'Distro_Version': 'guiness', 'Python_version': '1.4'}, {'Distro_Version': '6.2', 'Python_version': '1.4'}]",redhat
"[{'Distro_Version': '1706', 'Python_version': '2.7.12'}]",redcore
"[{'Distro_Version': '3.5', 'Python_version': '2.7.12'}, {'Distro_Version': '3.0', 'Python_version': '2.7.11'}, {'Distro_Version': '2.5', 'Python_version': '2.7.3'}, {'Distro_Version': '2.0', 'Python_version': '2.7.3'}, {'Distro_Version': '1.5', 'Python_version': '2.6.6'}, {'Distro_Version': '1.00', 'Python_version': '2.6.6'}]",rebellin
"[{'Distro_Version': '0.4.5', 'Python_version': '3.4.3'}, {'Distro_Version': '0.3.17', 'Python_version': '3.4.2'}]",reactos
"[{'Distro_Version': '2016-02-08', 'Python_version': '2.7.11'}, {'Distro_Version': '2015.10.21', 'Python_version': '--'}]",rebeccablackos
"[{'Distro_Version': '2017-07-05', 'Python_version': '2.7.9'}, {'Distro_Version': '2015-02-16', 'Python_version': '2.7.3'}]",raspbian
"[{'Distro_Version': '12.0', 'Python_version': '2.7'}]",raspbsd
"[{'Distro_Version': '8.1', 'Python_version': '2.7.11'}, {'Distro_Version': '8.0', 'Python_version': '2.7.11'}, {'Distro_Version': '7.4', 'Python_version': '2.7.9'}, {'Distro_Version': '6.1', 'Python_version': '--'}, {'Distro_Version': '5.4.91', 'Python_version': '2.6.4'}, {'Distro_Version': '1.4', 'Python_version': '--'}]",quirky
"[{'Distro_Version': '3.2', 'Python_version': '2.7.11'}, {'Distro_Version': '2', 'Python_version': '2.7.5'}, {'Distro_Version': '1.0', 'Python_version': '2.6.4'}]",qubes
"[{'Distro_Version': '5.0', 'Python_version': '2.7.13'}, {'Distro_Version': '4.3', 'Python_version': '2.7.9'}, {'Distro_Version': '3.3', 'Python_version': '2.7.3'}, {'Distro_Version': '2.3', 'Python_version': '2.6.6'}]",proxmox
"[{'Distro_Version': '6.3.2', 'Python_version': '--'}, {'Distro_Version': 'slacko', 'Python_version': '2.7.5'}, {'Distro_Version': '6.0', 'Python_version': '--'}, {'Distro_Version': 'tahrpup', 'Python_version': '2.7.3'}, {'Distro_Version': '5.7', 'Python_version': '--'}, {'Distro_Version': 'slacko', 'Python_version': '--'}, {'Distro_Version': '5.6.1', 'Python_version': '2.6.5'}, {'Distro_Version': 'precise', 'Python_version': '2.6.5'}, {'Distro_Version': '5.5', 'Python_version': '2.6.5'}, {'Distro_Version': 'slacko', 'Python_version': '--'}, {'Distro_Version': '5.4', 'Python_version': '--'}, {'Distro_Version': 'slacko', 'Python_version': '--'}, {'Distro_Version': '5.2.8', 'Python_version': '--'}, {'Distro_Version': 'wary', 'Python_version': '2.4.3'}, {'Distro_Version': '5.1.1', 'Python_version': '2.4.3'}, {'Distro_Version': 'wary', 'Python_version': '--'}, {'Distro_Version': '5.0.1', 'Python_version': '--'}]",puppy
"[{'Distro_Version': '2.3.3', 'Python_version': '2.7.13'}, {'Distro_Version': '(testing)', 'Python_version': '2.7.9'}, {'Distro_Version': '1.8.7', 'Python_version': '2.7.3'}]",q4os
"[{'Distro_Version': '2', 'Python_version': '2.7.9'}, {'Distro_Version': 'eiffel', 'Python_version': '2.7.9'}]",primtux
"[{'Distro_Version': '4.4.0', 'Python_version': '2.7.12'}, {'Distro_Version': '4.2.0', 'Python_version': '2.7.12'}, {'Distro_Version': '3.7.0', 'Python_version': '2.7.10'}, {'Distro_Version': '3.6.0', 'Python_version': '2.7.10'}, {'Distro_Version': '3.2.0', 'Python_version': '--'}]",porteuskiosk
"[{'Distro_Version': '3.2.2', 'Python_version': '2.7.11'}, {'Distro_Version': '3.1', 'Python_version': '2.7.5'}, {'Distro_Version': '3.0.1', 'Python_version': '2.7.5'}, {'Distro_Version': '2.1', 'Python_version': '2.7.3'}, {'Distro_Version': '2.0', 'Python_version': '--'}, {'Distro_Version': '1.2', 'Python_version': '--'}, {'Distro_Version': '1.1', 'Python_version': '2.6.6'}, {'Distro_Version': '1.0', 'Python_version': '2.6.6'}]",porteus
"[{'Distro_Version': '15.10', 'Python_version': '3.5.0'}, {'Distro_Version': '15.04', 'Python_version': '3.4.3'}, {'Distro_Version': '14.10', 'Python_version': '3.4.2'}, {'Distro_Version': '14.04', 'Python_version': '3.4.0'}, {'Distro_Version': '13.10', 'Python_version': '3.3.2'}]",poliarch
"[{'Distro_Version': '3.0', 'Python_version': '2.7.13'}, {'Distro_Version': 'th', 'Python_version': '2.4.4'}, {'Distro_Version': '2.0', 'Python_version': '2.3.2'}]",pld
"[{'Distro_Version': '3.2', 'Python_version': '2.7.9'}, {'Distro_Version': 'agni', 'Python_version': '2.7.3'}]",point
"[{'Distro_Version': '4.3.3', 'Python_version': '3.6.1'}, {'Distro_Version': '4.2.2', 'Python_version': '2.7.2'}, {'Distro_Version': '4.1.2', 'Python_version': '2.6.1'}, {'Distro_Version': '4.0.5', 'Python_version': '--'}, {'Distro_Version': '3.8.3', 'Python_version': '--'}]",plop
"[{'Distro_Version': '2.0-rc', 'Python_version': '2.7.13'}, {'Distro_Version': '1.2', 'Python_version': '2.7.9'}, {'Distro_Version': '1.1', 'Python_version': '2.7.8'}]",pisi
"[{'Distro_Version': '6.2', 'Python_version': '3.3.6'}, {'Distro_Version': '6.1', 'Python_version': '3.3.6'}, {'Distro_Version': '6.0', 'Python_version': '3.3.6'}, {'Distro_Version': '5.3.1', 'Python_version': '3.3.6'}, {'Distro_Version': '5.0', 'Python_version': '2.7.3'}, {'Distro_Version': '4.7', 'Python_version': '2.6.2'}, {'Distro_Version': '4.6', 'Python_version': '2.6'}, {'Distro_Version': '4.5', 'Python_version': '2.4.5'}, {'Distro_Version': '3.2', 'Python_version': '2.2.1'}, {'Distro_Version': '3.1', 'Python_version': '2.2.1'}, {'Distro_Version': '3.0', 'Python_version': '2.2.1'}]",plamo
"[{'Distro_Version': '14.04.4', 'Python_version': '2.7.5'}, {'Distro_Version': '12.04', 'Python_version': '2.7.3'}, {'Distro_Version': '11.04.1', 'Python_version': '2.7.1'}, {'Distro_Version': '10.10', 'Python_version': '2.6.6'}, {'Distro_Version': '10.04.3', 'Python_version': '2.6.5'}]",pinguy
"[{'Distro_Version': '1.0', 'Python_version': '--'}]",photonos
"[{'Distro_Version': '8', 'Python_version': '2.7.11'}, {'Distro_Version': '20170527', 'Python_version': '2.7.11'}, {'Distro_Version': '7', 'Python_version': '2.7.5'}, {'Distro_Version': '20161201', 'Python_version': '2.7.5'}, {'Distro_Version': '6', 'Python_version': '2.7.4'}, {'Distro_Version': '20150904', 'Python_version': '2.7.3'}, {'Distro_Version': '5', 'Python_version': '2.7.1'}, {'Distro_Version': '20140623', 'Python_version': '2.6.5'}]",peppermint
"[{'Distro_Version': '4.1', 'Python_version': '2.7.9'}, {'Distro_Version': '3.1', 'Python_version': '2.7.3'}, {'Distro_Version': '2.9', 'Python_version': '2.6.6'}, {'Distro_Version': '2.2', 'Python_version': '2.5.2'}, {'Distro_Version': '1.9.3', 'Python_version': '2.5.2'}]",pelicanhpc
"[{'Distro_Version': '2015.0-rc5', 'Python_version': '3.4.3'}, {'Distro_Version': '2009.0', 'Python_version': '2.6.2'}, {'Distro_Version': '2006.1', 'Python_version': '2.4.2'}, {'Distro_Version': '2006.0', 'Python_version': '2.4.2'}, {'Distro_Version': '2005.1', 'Python_version': '2.3.4'}]",pentoo
"[{'Distro_Version': '5.0', 'Python_version': '3.5.1'}, {'Distro_Version': '4.0', 'Python_version': '3.5.1'}]",pearl
"[{'Distro_Version': 'apt', 'Python_version': '2.7.9'}, {'Distro_Version': '2017.07', 'Python_version': '2.7.9'}, {'Distro_Version': '2016.03', 'Python_version': '2.7.9'}, {'Distro_Version': '2014.12', 'Python_version': '2.7.6'}, {'Distro_Version': '2013.10', 'Python_version': '2.7.5'}, {'Distro_Version': '2012.08', 'Python_version': '2.6.6'}, {'Distro_Version': '2011.09', 'Python_version': '2.6.6'}, {'Distro_Version': '2010.12', 'Python_version': '2.6.6'}, {'Distro_Version': '2010.07', 'Python_version': '2.5.2'}, {'Distro_Version': '2010.1', 'Python_version': '2.5.2'}, {'Distro_Version': '2009.2', 'Python_version': '2.5.2'}, {'Distro_Version': '2009.1', 'Python_version': '2.4.3'}, {'Distro_Version': '2007', 'Python_version': '2.4.2'}, {'Distro_Version': '0.92', 'Python_version': '2.3.4'}, {'Distro_Version': '0.91', 'Python_version': '2.3.4'}]",pclinuxos
"[{'Distro_Version': '16.04', 'Python_version': '2.7.11'}, {'Distro_Version': '14.04.01.36', 'Python_version': '2.7.5'}]",peachosi
"[{'Distro_Version': '2017_06_12', 'Python_version': '2.7.13'}, {'Distro_Version': '2016_10_18', 'Python_version': '2.7.11'}, {'Distro_Version': '2015_11_13', 'Python_version': '2.7.9'}, {'Distro_Version': '2014_11_19', 'Python_version': '--'}, {'Distro_Version': '2013_11_11', 'Python_version': '--'}, {'Distro_Version': '2012_12_25', 'Python_version': '--'}, {'Distro_Version': '2011_12_30', 'Python_version': '--'}, {'Distro_Version': '6.7', 'Python_version': '--'}, {'Distro_Version': '5.10', 'Python_version': '--'}, {'Distro_Version': '4.11', 'Python_version': '--'}, {'Distro_Version': '4.0', 'Python_version': '--'}, {'Distro_Version': '3.7', 'Python_version': '--'}, {'Distro_Version': '3.0', 'Python_version': '--'}, {'Distro_Version': '2.2', 'Python_version': '--'}, {'Distro_Version': '1.9', 'Python_version': '--'}]",partedmagic
"[{'Distro_Version': '8.15r1', 'Python_version': '2.7.9'}, {'Distro_Version': '8.10r0', 'Python_version': '2.7.9'}, {'Distro_Version': '8.5r1', 'Python_version': '2.7.9'}, {'Distro_Version': '8.0r0', 'Python_version': '2.7.9'}, {'Distro_Version': '7.5r0', 'Python_version': '2.7.3'}, {'Distro_Version': '6.0r1', 'Python_version': '2.7.3'}, {'Distro_Version': '5.0r1', 'Python_version': '2.7.3'}, {'Distro_Version': '4.0r3', 'Python_version': '2.7.3'}, {'Distro_Version': '3.7r2', 'Python_version': '2.6.6'}, {'Distro_Version': '3.6r2', 'Python_version': '2.6.5'}, {'Distro_Version': '3.5r0', 'Python_version': '2.5.4'}, {'Distro_Version': '3.0r2', 'Python_version': '2.5.4'}, {'Distro_Version': '2.0r0', 'Python_version': '2.5.2'}, {'Distro_Version': '1.5r2', 'Python_version': '2.5.2'}, {'Distro_Version': '1.0r1', 'Python_version': '2.4.4'}, {'Distro_Version': '0.90r2', 'Python_version': '2.4.4'}, {'Distro_Version': '0.85.1', 'Python_version': '2.4.4'}, {'Distro_Version': '0.80.1', 'Python_version': '2.3.5'}, {'Distro_Version': '0.76', 'Python_version': '2.3.5'}, {'Distro_Version': '0.70', 'Python_version': '2.3.5'}, {'Distro_Version': '0.60', 'Python_version': '2.3.5'}, {'Distro_Version': '0.46', 'Python_version': '2.3.5'}]",parsix
"[{'Distro_Version': '3.7', 'Python_version': '2.7.13'}, {'Distro_Version': '3.0.1', 'Python_version': '2.7.11'}, {'Distro_Version': '2.2.1', 'Python_version': '2.7.9'}]",parrotsecurity
"[{'Distro_Version': '17.0', 'Python_version': '2.7.13'}, {'Distro_Version': '3.0', 'Python_version': '2.7.8'}, {'Distro_Version': '2.0', 'Python_version': '2.7.5'}, {'Distro_Version': '2013', 'Python_version': '2.7.3'}, {'Distro_Version': '2011.2', 'Python_version': '2.7.1'}, {'Distro_Version': '2011', 'Python_version': '2.7.1'}, {'Distro_Version': '2009.2', 'Python_version': '2.6.5'}, {'Distro_Version': '2009', 'Python_version': '2.6.2'}, {'Distro_Version': '2008.2', 'Python_version': '2.5.4'}, {'Distro_Version': '2008', 'Python_version': '2.5.2'}, {'Distro_Version': '2007.3', 'Python_version': '2.4.4'}, {'Distro_Version': '2007', 'Python_version': '2.4.4'}, {'Distro_Version': '1.0', 'Python_version': '2.4.2'}]",pardus
