data,title
"[{'Distro_Version': '2017.1', 'Python_version': '2.7.13'}, {'Distro_Version': '2016.2', 'Python_version': '2.7.11'}, {'Distro_Version': '2.0', 'Python_version': '2.7.9'}, {'Distro_Version': '1.1.0', 'Python_version': '2.7.3'}, {'Distro_Version': '5-R3', 'Python_version': '2.7.1'}, {'Distro_Version': '4-R2', 'Python_version': '2.5.2'}, {'Distro_Version': '3', 'Python_version': '2.5.1'}, {'Distro_Version': '2', 'Python_version': '2.4.3'}, {'Distro_Version': '1.0', 'Python_version': '2.4.1'}, {'Distro_Version': '200605', 'Python_version': '2.3.4'}, {'Distro_Version': '150405', 'Python_version': '2.3.4'}, {'Distro_Version': '081004', 'Python_version': '2.3.3'}]",kali
"[{'Distro_Version': '2.19-core111', 'Python_version': '3.6.1'}, {'Distro_Version': '2.15-core86', 'Python_version': '2.7.3'}, {'Distro_Version': '2.13-core76', 'Python_version': '2.7.3'}, {'Distro_Version': '2.11-core65', 'Python_version': '2.7.3'}, {'Distro_Version': '2.9-core52', 'Python_version': '2.7.2'}]",ipfire
"[{'Distro_Version': '14.04', 'Python_version': '2.7.6'}, {'Distro_Version': '12.04', 'Python_version': '2.7.3'}, {'Distro_Version': '11.10', 'Python_version': '2.7.2'}, {'Distro_Version': '4.2', 'Python_version': '2.5.2'}, {'Distro_Version': '3.0', 'Python_version': '2.4.2'}, {'Distro_Version': '2.1', 'Python_version': '2.3.5'}, {'Distro_Version': '1.4', 'Python_version': '2.3.2'}]",kaiana
"[{'Distro_Version': 'R1-alpha4', 'Python_version': '2.6.8'}]",haiku
"[{'Distro_Version': '0.13.0', 'Python_version': '2.7.13'}, {'Distro_Version': '0.12.0', 'Python_version': '2.7.12'}, {'Distro_Version': '0.9.0', 'Python_version': '2.7.10'}]",guixsd
"[{'Distro_Version': '2017.05', 'Python_version': '2.7.13'}, {'Distro_Version': '2014.11', 'Python_version': '2.7.8'}, {'Distro_Version': '2013.09', 'Python_version': '2.7.5'}, {'Distro_Version': '2013.02', 'Python_version': '2.7.3'}, {'Distro_Version': '2012.05', 'Python_version': '2.7.2'}, {'Distro_Version': '2011.12', 'Python_version': '2.7.2'}, {'Distro_Version': '2011.05', 'Python_version': '2.6.6'}, {'Distro_Version': '2010.12', 'Python_version': '2.6.6'}, {'Distro_Version': '2010.04', 'Python_version': '2.5.4'}, {'Distro_Version': '2009.10', 'Python_version': '2.5.4'}, {'Distro_Version': '2009.05', 'Python_version': '2.5.4'}, {'Distro_Version': '2008.11', 'Python_version': '2.5.2'}, {'Distro_Version': '1.1', 'Python_version': '2.4.4'}, {'Distro_Version': '1.0', 'Python_version': '2.4.4'}, {'Distro_Version': '0.9', 'Python_version': '2.4.4'}, {'Distro_Version': '0.8', 'Python_version': '2.3.5'}, {'Distro_Version': '0.7', 'Python_version': '2.3.5'}, {'Distro_Version': '0.6', 'Python_version': '2.3.5'}, {'Distro_Version': '0.5', 'Python_version': '2.3.5'}, {'Distro_Version': '0.4', 'Python_version': '2.3.5'}, {'Distro_Version': '0.3', 'Python_version': '2.3.5'}, {'Distro_Version': '0.2', 'Python_version': '2.3.4'}, {'Distro_Version': '0.1', 'Python_version': '2.3.4'}]",grml
"[{'Distro_Version': '16.04.1', 'Python_version': '2.7.11'}, {'Distro_Version': '14.04.5', 'Python_version': '2.7.5'}, {'Distro_Version': '9N', 'Python_version': '2.7.1'}, {'Distro_Version': '8.1M', 'Python_version': '2.6.6'}, {'Distro_Version': '7.1L', 'Python_version': '2.6.5'}, {'Distro_Version': '6.1.1K', 'Python_version': '2.6.4'}, {'Distro_Version': '5.1J', 'Python_version': '2.6.2'}, {'Distro_Version': '4I R3', 'Python_version': '2.5.2'}, {'Distro_Version': '3.1.3H', 'Python_version': '2.5.2'}, {'Distro_Version': '2.1.1', 'Python_version': '2.5.1'}]",greenie
"[{'Distro_Version': '0.28.1-1', 'Python_version': '--'}, {'Distro_Version': '0.27.0-1', 'Python_version': '--'}, {'Distro_Version': '0.24.0-2', 'Python_version': '--'}, {'Distro_Version': '0.20.0-2', 'Python_version': '--'}, {'Distro_Version': '0.16.2-1b', 'Python_version': '--'}, {'Distro_Version': '0.14.1-6', 'Python_version': '--'}, {'Distro_Version': '0.10.0-3', 'Python_version': '--'}, {'Distro_Version': '0.7.1-1', 'Python_version': '--'}, {'Distro_Version': '0.4.8-1', 'Python_version': '--'}, {'Distro_Version': '0.3.9-13', 'Python_version': '2.4.4'}, {'Distro_Version': '0.2.5-5', 'Python_version': '--'}]",gparted
"[{'Distro_Version': '4.0', 'Python_version': '2.7.3'}, {'Distro_Version': '3.1', 'Python_version': '2.6.6'}, {'Distro_Version': '2.3', 'Python_version': '2.5.2'}, {'Distro_Version': '2.2', 'Python_version': '2.5.2'}, {'Distro_Version': '2.1', 'Python_version': '2.5.2'}, {'Distro_Version': '2.0', 'Python_version': '2.5.2'}, {'Distro_Version': '1.1', 'Python_version': '2.4.2'}, {'Distro_Version': '1.0', 'Python_version': '2.4.2'}]",gnewsense
"[{'Distro_Version': '016.01', 'Python_version': '3.6.0'}, {'Distro_Version': '015', 'Python_version': '2.7.6'}, {'Distro_Version': '014.01', 'Python_version': '2.5'}, {'Distro_Version': '013', 'Python_version': '2.4.3'}, {'Distro_Version': '012', 'Python_version': '2.4.1'}, {'Distro_Version': '011', 'Python_version': '2.3.3'}, {'Distro_Version': '010', 'Python_version': '2.3.2'}, {'Distro_Version': '007', 'Python_version': '2.2.2'}, {'Distro_Version': '006', 'Python_version': '2.2.2'}, {'Distro_Version': '005', 'Python_version': '2.2'}]",gobo
"[{'Distro_Version': '11.0-ALPHA1', 'Python_version': '2.7.12'}, {'Distro_Version': '10.3', 'Python_version': '2.7.12'}, {'Distro_Version': '10.1', 'Python_version': '2.7.10'}, {'Distro_Version': '4.0', 'Python_version': '2.7.8'}, {'Distro_Version': '3.5', 'Python_version': '2.7.5'}, {'Distro_Version': '3.1', 'Python_version': '2.7.3'}, {'Distro_Version': '2.5', 'Python_version': '2.7.2'}, {'Distro_Version': '2.0', 'Python_version': '2.6.6'}, {'Distro_Version': '1.5', 'Python_version': '2.6.5'}, {'Distro_Version': '1.0', 'Python_version': '2.6.4'}]",ghostbsd
"[{'Distro_Version': 'unstable', 'Python_version': '3.6.1'}, {'Distro_Version': 'stable', 'Python_version': '3.4.5'}, {'Distro_Version': '20160514', 'Python_version': '3.5.1'}, {'Distro_Version': '20140826', 'Python_version': '3.3.5'}, {'Distro_Version': '20121221', 'Python_version': '3.2.3'}, {'Distro_Version': '12.1', 'Python_version': '3.2.2'}, {'Distro_Version': '12.0', 'Python_version': '3.2.2'}, {'Distro_Version': '11.2', 'Python_version': '3.2'}, {'Distro_Version': '11.0', 'Python_version': '3.1.3'}, {'Distro_Version': '10.1', 'Python_version': '2.6.2'}, {'Distro_Version': '2008.0', 'Python_version': '2.4.4'}, {'Distro_Version': '2007.0', 'Python_version': '2.4.4'}, {'Distro_Version': '2006.1', 'Python_version': '2.4.3'}, {'Distro_Version': '2006.0', 'Python_version': '2.3.5'}, {'Distro_Version': '2005.1', 'Python_version': '2.3.5'}, {'Distro_Version': '2005.0', 'Python_version': '2.3.4'}, {'Distro_Version': '2004.3', 'Python_version': '2.3.4'}, {'Distro_Version': '2004.2', 'Python_version': '2.3.3'}, {'Distro_Version': '2004.1', 'Python_version': '2.3.3'}, {'Distro_Version': '2004.0', 'Python_version': '2.3.3'}, {'Distro_Version': '1.4', 'Python_version': '2.2.3'}, {'Distro_Version': '1.2', 'Python_version': '2.2.1'}, {'Distro_Version': '1.1a', 'Python_version': '2.2'}, {'Distro_Version': '1.0', 'Python_version': '2.2'}]",gentoo
"[{'Distro_Version': 'Rolling-999.161218.0', 'Python_version': '2.7.12'}, {'Distro_Version': '421.160511.0', 'Python_version': '3.4.1'}]",gecko
"[{'Distro_Version': 'current', 'Python_version': '3.6.1'}]",funtoo
"[{'Distro_Version': 'current', 'Python_version': '3.5.3'}, {'Distro_Version': '2.1', 'Python_version': '3.5.2'}, {'Distro_Version': 'derowd', 'Python_version': '2.7.8'}, {'Distro_Version': '2.0', 'Python_version': '2.7.5'}, {'Distro_Version': 'rigel', 'Python_version': '2.7.3'}, {'Distro_Version': '1.9', 'Python_version': '2.7.3'}, {'Distro_Version': 'arcturus', 'Python_version': '3.2.2'}, {'Distro_Version': '1.8', 'Python_version': '3.2.1'}, {'Distro_Version': 'cinna', 'Python_version': '2.7.1'}, {'Distro_Version': '1.7', 'Python_version': '2.6.5'}, {'Distro_Version': 'gaia', 'Python_version': '2.6.4'}, {'Distro_Version': '1.6', 'Python_version': '2.6.2'}, {'Distro_Version': 'fermus', 'Python_version': '2.6.1'}, {'Distro_Version': '1.5', 'Python_version': '2.5.2'}, {'Distro_Version': 'mores', 'Python_version': '2.5.2'}, {'Distro_Version': '1.4', 'Python_version': '2.5.1'}, {'Distro_Version': 'nexon', 'Python_version': '2.5'}, {'Distro_Version': '1.3', 'Python_version': '2.4.3'}, {'Distro_Version': 'haven', 'Python_version': '2.4.2'}, {'Distro_Version': '1.2', 'Python_version': '2.4.2'}, {'Distro_Version': 'locris', 'Python_version': '2.4.1'}, {'Distro_Version': '1.1', 'Python_version': '2.3.4'}]",frugalware
"[{'Distro_Version': '6.0', 'Python_version': '2.7.11'}, {'Distro_Version': '5.8', 'Python_version': '2.7.10'}, {'Distro_Version': '5.7', 'Python_version': '2.7.9'}, {'Distro_Version': '5.6', 'Python_version': '2.7.8'}, {'Distro_Version': '5.5', 'Python_version': '2.7.6'}, {'Distro_Version': '5.4', 'Python_version': '2.7.5'}, {'Distro_Version': '5.3', 'Python_version': '2.7.3'}, {'Distro_Version': '5.2', 'Python_version': '2.7.3'}, {'Distro_Version': '4.9', 'Python_version': '2.6.6'}, {'Distro_Version': '4.7', 'Python_version': '2.5.4'}]",fuguita
"[{'Distro_Version': '10.13.66', 'Python_version': '2.6.6'}]",freepbx
"[{'Distro_Version': '111', 'Python_version': '2.7.9'}, {'Distro_Version': '110', 'Python_version': '2.7.5'}, {'Distro_Version': '109', 'Python_version': '2.7.5'}, {'Distro_Version': '107', 'Python_version': '2.7.3rc2'}, {'Distro_Version': '103', 'Python_version': '2.7.2'}, {'Distro_Version': '102', 'Python_version': '2.6.6'}, {'Distro_Version': '101', 'Python_version': '2.6.6'}, {'Distro_Version': '93.0', 'Python_version': '2.5.4'}, {'Distro_Version': '92.1', 'Python_version': '2.5.2'}, {'Distro_Version': '91.1', 'Python_version': '2.4.4'}, {'Distro_Version': '90.0', 'Python_version': '2.4.4'}, {'Distro_Version': '89.2', 'Python_version': '2.4.4'}, {'Distro_Version': '88.0', 'Python_version': '2.3.5'}]",finnix
"[{'Distro_Version': '6.9', 'Python_version': '2.6.6'}, {'Distro_Version': '5.11', 'Python_version': '2.4.3'}, {'Distro_Version': '4.8', 'Python_version': '2.3.4'}, {'Distro_Version': '3.0.9', 'Python_version': '2.2.3'}]",fermi
"[{'Distro_Version': '12-CURRENT', 'Python_version': '3.6.1'}, {'Distro_Version': '11-STABLE', 'Python_version': '3.6.1'}, {'Distro_Version': '11.0', 'Python_version': '3.5.2'}, {'Distro_Version': '10.3', 'Python_version': '3.4.3'}, {'Distro_Version': '9.3', 'Python_version': '2.7.6'}, {'Distro_Version': '8.2', 'Python_version': '2.6.6'}, {'Distro_Version': '7.4', 'Python_version': '3.1.3'}, {'Distro_Version': '6.4', 'Python_version': '2.5.2'}, {'Distro_Version': '5.5', 'Python_version': '2.4.2'}, {'Distro_Version': '4.11', 'Python_version': '2.4'}, {'Distro_Version': '3.5', 'Python_version': '1.5.2'}, {'Distro_Version': '2.2.8', 'Python_version': '1.5.1'}]",freebsd
"[{'Distro_Version': '2017.0', 'Python_version': '2.7.11'}, {'Distro_Version': '2016.2', 'Python_version': '2.7.11'}]",ferenos
"[{'Distro_Version': 'rawhide', 'Python_version': '389-ds-base-tests'}, {'Distro_Version': '26', 'Python_version': '--'}, {'Distro_Version': '25', 'Python_version': '3.5.2'}, {'Distro_Version': '24', 'Python_version': '3.5.1'}, {'Distro_Version': '23', 'Python_version': '3.4.3'}, {'Distro_Version': '22', 'Python_version': '2.7.9'}, {'Distro_Version': '21', 'Python_version': '2.7.8'}, {'Distro_Version': '20', 'Python_version': '2.7.5'}, {'Distro_Version': 'heisenbug', 'Python_version': '2.7.5'}, {'Distro_Version': '19', 'Python_version': '2.7.3'}, {'Distro_Version': 'schrodingers', 'Python_version': '2.7.3'}, {'Distro_Version': '18', 'Python_version': '2.7.2'}, {'Distro_Version': 'spherical', 'Python_version': '2.7.1'}, {'Distro_Version': '17', 'Python_version': '2.7'}, {'Distro_Version': 'beefy', 'Python_version': '2.6.4'}, {'Distro_Version': '16', 'Python_version': '2.6.2'}, {'Distro_Version': 'verne', 'Python_version': '2.6'}, {'Distro_Version': '15', 'Python_version': '2.5.2'}, {'Distro_Version': 'lovelock', 'Python_version': '2.5.1'}, {'Distro_Version': '14', 'Python_version': '2.5.1'}, {'Distro_Version': 'laughlin', 'Python_version': '2.5'}, {'Distro_Version': '13', 'Python_version': '2.4.3'}, {'Distro_Version': 'goddard', 'Python_version': '2.4.2'}, {'Distro_Version': '12', 'Python_version': '2.4.1'}, {'Distro_Version': 'constantine', 'Python_version': '2.3.4'}, {'Distro_Version': '11', 'Python_version': '2.3.3'}, {'Distro_Version': 'leonidas', 'Python_version': '2.2.3'}]",fedora
"[{'Distro_Version': '710', 'Python_version': '2.7.10'}]",fatdog
"[{'Distro_Version': '17.7', 'Python_version': '2.7.13'}, {'Distro_Version': '16.5', 'Python_version': '2.7.11'}, {'Distro_Version': '15.4', 'Python_version': '2.7.9'}, {'Distro_Version': '14.2', 'Python_version': '2.7.8'}, {'Distro_Version': '13', 'Python_version': '2.7.4'}, {'Distro_Version': '11', 'Python_version': '2.7.3'}, {'Distro_Version': '10', 'Python_version': '2.7.3'}, {'Distro_Version': '9', 'Python_version': '2.7.2'}, {'Distro_Version': '8', 'Python_version': '2.6.6'}, {'Distro_Version': '7.0', 'Python_version': '2.5.2'}, {'Distro_Version': '6.0', 'Python_version': '2.5.2'}]",extix
"[{'Distro_Version': 'current', 'Python_version': '2.6.2-docs-html'}]",exherbo
"[{'Distro_Version': '20150625', 'Python_version': '2.7.9'}, {'Distro_Version': '4.2', 'Python_version': '2.7.3'}, {'Distro_Version': '3.3', 'Python_version': '2.6.6'}]",exe
"[{'Distro_Version': '8-1.02', 'Python_version': '2.7.9'}, {'Distro_Version': '3-1.04', 'Python_version': '2.7.5'}, {'Distro_Version': '2-1.09', 'Python_version': '2.7.3'}]",emmabuntus
"[{'Distro_Version': '3.2.2', 'Python_version': '2.7.3'}, {'Distro_Version': '3.0.0', 'Python_version': '2.4.6'}, {'Distro_Version': '2.5.2', 'Python_version': '2.4.6'}, {'Distro_Version': '2.4.1', 'Python_version': '2.4.6'}, {'Distro_Version': '2.3', 'Python_version': '2.4.6'}, {'Distro_Version': '2.2', 'Python_version': '2.4.4'}, {'Distro_Version': '2.1.2', 'Python_version': '2.4.3'}]",endian
"[{'Distro_Version': '0.4.1', 'Python_version': '2.7.11'}, {'Distro_Version': 'loki', 'Python_version': '2.7.5'}, {'Distro_Version': '0.3.2', 'Python_version': '2.7.3'}, {'Distro_Version': 'freya', 'Python_version': '2.6.6'}]",elementary
"[{'Distro_Version': '2.9.2', 'Python_version': '2.7.3'}, {'Distro_Version': '2.0', 'Python_version': '2.5.2'}, {'Distro_Version': '1.0', 'Python_version': '2.4.4'}, {'Distro_Version': '0.6', 'Python_version': '2.4.3'}, {'Distro_Version': '0.5', 'Python_version': '2.4.3'}, {'Distro_Version': '0.4.2', 'Python_version': '2.3.5'}, {'Distro_Version': '0.3', 'Python_version': '2.3.5'}, {'Distro_Version': '0.1', 'Python_version': '2.3.3'}]",elive
"[{'Distro_Version': '4.0.76', 'Python_version': '2.7.5'}, {'Distro_Version': '3.0.0', 'Python_version': '2.6.6'}, {'Distro_Version': '2.5.0', 'Python_version': '2.4.3'}, {'Distro_Version': '1.5.2', 'Python_version': '2.4.3'}]",elastix
"[{'Distro_Version': '14.04', 'Python_version': '2.7.5'}, {'Distro_Version': 'trusty', 'Python_version': '2.7.5'}, {'Distro_Version': '13.10', 'Python_version': '2.7.4'}, {'Distro_Version': 'saucy', 'Python_version': '2.7.3'}, {'Distro_Version': '13.04', 'Python_version': '2.7.3'}, {'Distro_Version': 'raring', 'Python_version': '2.7.2'}, {'Distro_Version': '12.10', 'Python_version': '2.7.1'}, {'Distro_Version': 'quantal', 'Python_version': '2.6.6'}, {'Distro_Version': '12.04', 'Python_version': '2.6.5'}, {'Distro_Version': 'precise', 'Python_version': '2.6.4rc2'}, {'Distro_Version': '11.10', 'Python_version': '2.5.1'}, {'Distro_Version': 'oneiric', 'Python_version': '2.5.1rc1'}, {'Distro_Version': '11.04', 'Python_version': '2.4.4'}, {'Distro_Version': 'natty', 'Python_version': '2.4.3'}, {'Distro_Version': '10.10', 'Python_version': '2.4.2'}]",edubuntu
"[{'Distro_Version': '0.6.2', 'Python_version': '--'}]",easynas
"[{'Distro_Version': '2.4', 'Python_version': '2.7.9'}]",duzeru
"[{'Distro_Version': '4.8.0', 'Python_version': '2.7'}, {'Distro_Version': '4.6.0', 'Python_version': '3.5.2'}, {'Distro_Version': '4.4.1', 'Python_version': '3.5.0'}, {'Distro_Version': '3.8', 'Python_version': '3.4.0'}, {'Distro_Version': '2.10', 'Python_version': '2.7.1'}, {'Distro_Version': '1.12', 'Python_version': '2.3.5'}]",dragonflybsd
"[{'Distro_Version': '2.4.7-7', 'Python_version': '2.7.11'}]",drbl
"[{'Distro_Version': '1.8.0', 'Python_version': '2.7.11'}, {'Distro_Version': '1.6.9', 'Python_version': '2.7.9'}, {'Distro_Version': '1.4.2', 'Python_version': '2.6.5'}, {'Distro_Version': '1.2.15', 'Python_version': '2.4.4'}, {'Distro_Version': '1.0.6', 'Python_version': '2.3.1'}, {'Distro_Version': '0.5', 'Python_version': '2.1.3'}]",devil
"[{'Distro_Version': 'unstable', 'Python_version': '3.6.2~rc2'}, {'Distro_Version': 'ceres', 'Python_version': '3.5.3'}, {'Distro_Version': 'testing', 'Python_version': '2.7.9'}]",devuan
"[{'Distro_Version': '2017.1', 'Python_version': '2.7.5'}, {'Distro_Version': '8.2', 'Python_version': '2.7.3'}, {'Distro_Version': '7.2', 'Python_version': '2.7.2'}, {'Distro_Version': '6.1.1', 'Python_version': '2.6.6'}, {'Distro_Version': '5.1', 'Python_version': '2.6.4rc1'}, {'Distro_Version': '4.2.1', 'Python_version': '2.5.2'}]",deft
"[{'Distro_Version': '15.4', 'Python_version': '2.7.11'}, {'Distro_Version': '15.3', 'Python_version': '2.7.11'}, {'Distro_Version': '2014.3', 'Python_version': '2.7.5'}, {'Distro_Version': '2013', 'Python_version': '2.7.4'}, {'Distro_Version': '12.12', 'Python_version': '2.7.4'}, {'Distro_Version': '12.06', 'Python_version': '2.7.3'}, {'Distro_Version': '11.12.1', 'Python_version': '2.7.2'}, {'Distro_Version': '11.06.1', 'Python_version': '2.7.1'}, {'Distro_Version': '10.12.1', 'Python_version': '2.6.6'}, {'Distro_Version': '10.06', 'Python_version': '2.6.5'}, {'Distro_Version': '9.12', 'Python_version': '2.6.4'}, {'Distro_Version': '2.0', 'Python_version': '2.5.2'}, {'Distro_Version': '1.0', 'Python_version': '2.4.2'}, {'Distro_Version': '0.6', 'Python_version': '2.3.4'}, {'Distro_Version': '0.55', 'Python_version': '2.3.4'}, {'Distro_Version': '0.3', 'Python_version': '2.3.4'}]",deepin
"[{'Distro_Version': '9', 'Python_version': '2.7.13'}, {'Distro_Version': '8', 'Python_version': '2.7.9'}, {'Distro_Version': '7.1', 'Python_version': '2.7.3'}, {'Distro_Version': '6.0.7', 'Python_version': '2.6.6'}, {'Distro_Version': '5.0.6', 'Python_version': '2.4.4'}, {'Distro_Version': '3.0', 'Python_version': '2.4.4'}, {'Distro_Version': '2.0', 'Python_version': '2.3.5'}, {'Distro_Version': '1.0', 'Python_version': '2.1.3'}]",skolelinux
"[{'Distro_Version': 'unstable', 'Python_version': '2.7.13'}, {'Distro_Version': 'sid', 'Python_version': '2.7.13'}, {'Distro_Version': 'testing', 'Python_version': '2.7.13'}, {'Distro_Version': 'buster', 'Python_version': '2.7.9'}, {'Distro_Version': '9', 'Python_version': '2.7.3'}, {'Distro_Version': 'stretch', 'Python_version': '2.6.6'}, {'Distro_Version': '8.0', 'Python_version': '2.5.2'}, {'Distro_Version': 'jessie', 'Python_version': '2.4.4'}, {'Distro_Version': '7.0', 'Python_version': '2.3.5'}, {'Distro_Version': 'wheezy', 'Python_version': '2.1.3'}, {'Distro_Version': '6.0', 'Python_version': '1.5.2'}, {'Distro_Version': 'squeeze', 'Python_version': '1.5.1'}, {'Distro_Version': '5.0', 'Python_version': '1.5.1'}, {'Distro_Version': 'lenny', 'Python_version': '1.4.0'}, {'Distro_Version': '4.0', 'Python_version': '1.4.0'}, {'Distro_Version': 'etch', 'Python_version': '1.3'}]",debian
"[{'Distro_Version': '3.3', 'Python_version': '2.7.13'}, {'Distro_Version': '3.2', 'Python_version': '2.7.10'}, {'Distro_Version': '3.1', 'Python_version': '2.7.8'}, {'Distro_Version': '3.0', 'Python_version': '2.7.3'}, {'Distro_Version': '2.8', 'Python_version': '2.7.3'}, {'Distro_Version': '2.7.1', 'Python_version': '2.7.2'}, {'Distro_Version': '2.7', 'Python_version': '2.7'}, {'Distro_Version': '2.6', 'Python_version': '2.6.2'}, {'Distro_Version': '2.5', 'Python_version': '2.6.1'}, {'Distro_Version': '2.4', 'Python_version': '--'}, {'Distro_Version': '2.3', 'Python_version': '--'}, {'Distro_Version': '2.2', 'Python_version': '--'}, {'Distro_Version': '2.1', 'Python_version': '--'}, {'Distro_Version': '2.0', 'Python_version': '--'}, {'Distro_Version': '1.3.1', 'Python_version': '--'}, {'Distro_Version': '1.3', 'Python_version': '--'}, {'Distro_Version': '1.2', 'Python_version': '--'}, {'Distro_Version': '1.1', 'Python_version': '--'}, {'Distro_Version': '1.0', 'Python_version': '--'}, {'Distro_Version': '0.9.4', 'Python_version': '--'}, {'Distro_Version': '0.9.3', 'Python_version': '--'}, {'Distro_Version': '0.9.2', 'Python_version': '--'}, {'Distro_Version': '0.9.1', 'Python_version': '--'}]",crux
"[{'Distro_Version': '1409.5.0', 'Python_version': '\xa0'}]",container
"[{'Distro_Version': '14.2', 'Python_version': '2.7.11'}, {'Distro_Version': '14.1', 'Python_version': '2.7.5'}, {'Distro_Version': '0.9.1', 'Python_version': '2.6.6'}, {'Distro_Version': '0.9.0', 'Python_version': '2.6.6'}, {'Distro_Version': '0.8.0', 'Python_version': '2.4.3'}, {'Distro_Version': '0.7.2', 'Python_version': '--'}, {'Distro_Version': '0.6.1', 'Python_version': '--'}]",connochaet
"[{'Distro_Version': '54.1.25', 'Python_version': '2.7.10'}]",cloudready
"[{'Distro_Version': '2.5.2-17', 'Python_version': '--'}, {'Distro_Version': '2.4.9-17', 'Python_version': '--'}, {'Distro_Version': '2.3.2-22', 'Python_version': '--'}, {'Distro_Version': '2.2.4-12', 'Python_version': '--'}, {'Distro_Version': '2.1.2-43', 'Python_version': '--'}, {'Distro_Version': '2.0.1-5', 'Python_version': '--'}, {'Distro_Version': '1.2.12-67', 'Python_version': '--'}, {'Distro_Version': '1.1.0-8', 'Python_version': '--'}, {'Distro_Version': '1.0.10-8', 'Python_version': '--'}]",clonezilla
"[{'Distro_Version': '7.2.0', 'Python_version': '2.7.5'}, {'Distro_Version': '6.7.0', 'Python_version': '2.6.6'}, {'Distro_Version': '5.2', 'Python_version': '2.4.3'}, {'Distro_Version': '5.0', 'Python_version': '2.4.3'}, {'Distro_Version': '4.3', 'Python_version': '2.3.4'}, {'Distro_Version': '3.2', 'Python_version': '2.3.4'}, {'Distro_Version': '2.2', 'Python_version': '2.2.2'}, {'Distro_Version': '1.3', 'Python_version': '--'}, {'Distro_Version': '0.9.1', 'Python_version': '--'}]",clearos
"[{'Distro_Version': '12430', 'Python_version': '--'}]",clear
"[{'Distro_Version': '24', 'Python_version': '3.5.1'}, {'Distro_Version': '23', 'Python_version': '3.4.3'}, {'Distro_Version': '22', 'Python_version': '2.7.10'}]",chapeau
"[{'Distro_Version': '16.04.2', 'Python_version': '2.7.11'}, {'Distro_Version': '14.04.3', 'Python_version': '2.7.5'}]",chaletos
"[{'Distro_Version': '2017.03', 'Python_version': '3.5.2'}, {'Distro_Version': 'goedel', 'Python_version': '2.7.10'}, {'Distro_Version': '2016.02', 'Python_version': '2.7.10'}, {'Distro_Version': 'ian', 'Python_version': '2.7.9'}, {'Distro_Version': '2015.11', 'Python_version': '2.7.6'}, {'Distro_Version': 'fermi', 'Python_version': '2.7.5'}, {'Distro_Version': '2015.03', 'Python_version': '2.7.4'}, {'Distro_Version': 'euler', 'Python_version': '2.7.3'}, {'Distro_Version': '2014.05', 'Python_version': '2.7.3'}, {'Distro_Version': 'descartes', 'Python_version': '2.7.3'}, {'Distro_Version': '2014.02', 'Python_version': '2.7.2'}, {'Distro_Version': 'curie', 'Python_version': '2.6.6'}, {'Distro_Version': '2013.09', 'Python_version': '2.7.1'}, {'Distro_Version': 'fritz', 'Python_version': '2.6.6'}]",chakra
"[{'Distro_Version': '7-1611', 'Python_version': '2.7.5'}, {'Distro_Version': '6.9', 'Python_version': '2.6.6'}, {'Distro_Version': '5.11', 'Python_version': '2.4.3'}, {'Distro_Version': '4.8', 'Python_version': '2.3.4'}, {'Distro_Version': '3.9', 'Python_version': '2.2.3'}, {'Distro_Version': '2.0', 'Python_version': '1.5.2'}]",centos
"[{'Distro_Version': '5.0-beta3', 'Python_version': '2.7.9'}, {'Distro_Version': '4.1', 'Python_version': '2.7.3'}, {'Distro_Version': '3.1', 'Python_version': '2.6.6'}, {'Distro_Version': '2.1', 'Python_version': '2.5.2'}]",canaima
"[{'Distro_Version': '17.6', 'Python_version': '3.4.5'}, {'Distro_Version': '15.17', 'Python_version': '3.4.3'}, {'Distro_Version': '14.16.2', 'Python_version': '2.7.9'}, {'Distro_Version': '13.19', 'Python_version': '2.7.6'}, {'Distro_Version': '12.0.3', 'Python_version': '2.7.3'}, {'Distro_Version': '11.15', 'Python_version': '3.2.2'}, {'Distro_Version': '11.12', 'Python_version': '3.1.4'}, {'Distro_Version': '11.9', 'Python_version': '3.1.3'}, {'Distro_Version': '11.6.1', 'Python_version': '3.1.3'}, {'Distro_Version': '11.3', 'Python_version': '3.1.3'}, {'Distro_Version': '10.9', 'Python_version': '3.1.2'}, {'Distro_Version': '10.4', 'Python_version': '2.6.4'}, {'Distro_Version': '9.9', 'Python_version': '2.6.2'}]",calculate
"[{'Distro_Version': 'Hydrogen', 'Python_version': '2.7.9'}]",bunsenlabs
"[{'Distro_Version': '3.6.5', 'Python_version': '--'}, {'Distro_Version': '3.4.7', 'Python_version': '--'}, {'Distro_Version': '3.0.8', 'Python_version': '--'}, {'Distro_Version': '2.9.8', 'Python_version': '--'}, {'Distro_Version': '2.8.7', 'Python_version': '--'}, {'Distro_Version': '2.7.3', 'Python_version': '--'}, {'Distro_Version': '2.6.8', 'Python_version': '--'}, {'Distro_Version': '2.4.8', 'Python_version': '--'}, {'Distro_Version': '1.9.5', 'Python_version': '--'}]",austrumi
